url,title,published,author,categories,audio_links
https://scivolemo.wordpress.com/2019/01/02/heredo-ne-funkcias-kiel-pensite/,Heredo funkcias ne kiel pensite,2019-01-02T06:30:40+00:00,Frank van Hertrooij,Sciencistoj,
https://scivolemo.wordpress.com/2019/01/09/novaj-mondoj-kaj-lunterpomoj/,Novaj mondoj kaj lunterpomoj,2019-01-09T06:30:34+00:00,Frank van Hertrooij,La Kosmo,
https://scivolemo.wordpress.com/2019/01/30/kurantaj-birdoj/,Kurantaj birdoj,2019-01-30T12:00:13+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/02/06/scivolemo-havas-jutuban-kanalon/,Scivolemo havas Jutuban kanalon!,2019-02-06T17:27:15+00:00,Frank van Hertrooij,Senkategoria,
https://scivolemo.wordpress.com/2019/02/20/la-historio-de-ai/,Artefarita Intelekto de la komenco,2019-02-20T06:30:39+00:00,Frank van Hertrooij,Senkategoria,
https://scivolemo.wordpress.com/2019/03/13/kiam-insektoj-militas/,Kiam insektoj militas,2019-03-13T06:30:06+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/04/03/la-patkukoj-de-la-maro/,La patkukoj de la maro,2019-04-03T06:30:16+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/04/17/kio-estas-nigra-truo/,Kio estas nigra truo?,2019-04-17T14:26:49+00:00,Frank van Hertrooij,La Kosmo,
https://scivolemo.wordpress.com/2019/05/15/1094/,Simetrio en la naturo,2019-05-15T06:30:39+00:00,Frank van Hertrooij,"Bestoj,Ĥemio",
https://scivolemo.wordpress.com/2019/06/05/glacifiskaptado-sur-plutono/,Glacifiŝkaptado sur Plutono,2019-06-05T06:30:20+00:00,Frank van Hertrooij,La Kosmo,
https://scivolemo.wordpress.com/2019/07/03/krokodiloj-pli-mirindas-ol-vi-pensas/,Krokodiloj pli mirindas ol vi pensas,2019-07-03T06:30:59+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/08/14/la-vivo-malantau-fosilioj/,La vivo malantaŭ fosilioj,2019-08-14T06:30:00+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/09/18/esplori-la-kosmon-per-helikoptero/,Esplori la kosmon per helikoptero,2019-09-18T06:30:00+00:00,Frank van Hertrooij,La Kosmo,
https://scivolemo.wordpress.com/2019/10/09/en-la-marsupio-de-panjo/,En la marsupio de panjo,2019-10-09T06:30:00+00:00,Frank van Hertrooij,Bestoj,
https://scivolemo.wordpress.com/2019/12/25/ci-tiu-artikolo-enhavas-virusojn/,Ĉi tiu artikolo enhavas virusojn,2019-12-25T19:33:16+00:00,Frank van Hertrooij,"Sciencistoj,Ĥemio",
