url,title,published,author,categories,audio_links
https://eo.globalvoices.org/2013/10/62/,Rememorigo kaj revivigo de la kantado de Ca Tru en Vjetnamio,2013-10-21T11:35:25+00:00,Adamo,"A2-lingvo-nivelo,Angla,Arto kaj kulturo,Civitanaj komunikiloj,Edukado,Historio,Muziko,Virinoj kaj genro,Vjetnamio,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/65/,Tajlanda Ŝarka Konservada Projekto,2013-10-21T12:26:13+00:00,Adamo,"A2-lingvo-nivelo,Angla,Civitanaj komunikiloj,Disvolvado,Edukado,Ideoj,Medio,Tajlando,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/71/,Historioj de francaj senhejmuloj prezentataj per Tvitero dum 6 monatoj,2013-10-21T15:11:48+00:00,Adamo,"Civitanaj komunikiloj,Franca,Francio,Homama agado,Ideoj,Interreta aktivismo,Politiko,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/79/,Instrukcio en pli ol 30 lingvoj pri kiel protekti sin dum la tertremo en Japanio Japanio,2013-10-21T16:17:21+00:00,Adamo,"A2-lingvo-nivelo,Angla,Edukado,Esperanto,Japanio,Medio,TEMOJ,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/83/,Plej malicaj kompanioj en Japanio,2013-10-22T14:42:17+00:00,Vastalto,"Angla,Civitanaj komunikiloj,Ekonomio kaj komerco,Esperanto,Interreta aktivismo,Japana,Japanio,Laboro,Resumo",
https://eo.globalvoices.org/2013/10/88/,Pri la korupto-enketado de Zhao Yong Kang,2013-10-22T17:28:43+00:00,Adamo,"Angla,LINGVOJ,Politiko,Ĉinio",
https://eo.globalvoices.org/2013/10/95/,Malajzio: indiĝenoj penan daŭrigas proteston kontraŭ konstruado de  akvorezervujo Muram,2013-10-22T18:25:29+00:00,Adamo,"Angla,Civitanaj komunikiloj,Disvolvado,Etno kaj raso,Indiĝenoj,LINGVOJ,Malajzio,Medio,Protesto",
https://eo.globalvoices.org/2013/10/99/,Egiptujo: Morsi ne revenos,2013-10-22T18:34:58+00:00,Adamo,"Angla,Egiptio,Elektado,LINGVOJ,Politiko,Protesto,Regado,Resumo",
https://eo.globalvoices.org/2013/10/102/,Kiel Vjetnamio regas la gazetaron,2013-10-23T01:54:31+00:00,Adamo,"Angla,Civitanaj komunikiloj,Komunikiloj kaj ĵurnalismo,LINGVOJ,Parollibereco,Regado,Vjetnamio",
https://eo.globalvoices.org/2013/10/110/,Beijing ŝanĝos la sistemon pri la instruado de la angla lingvo,2013-10-23T14:06:15+00:00,Adamo,"A2-lingvo-nivelo,Angla,Edukado,Esperanto,LINGVOJ,Politiko,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2013/10/113/,"Malajzio: Blokado en Ulu Baram, Saravako",2013-10-23T15:05:08+00:00,Adamo,"Civitanaj komunikiloj,Esperanto,Indiĝenoj,LINGVOJ,Malajzio,Politiko,Protesto",
https://eo.globalvoices.org/2013/10/125/,Protesto kaj malsamaj ŝancoj por konstruaĵoj en Indonezio kaj Malajzio,2013-10-24T08:50:08+00:00,Adamo,"A2-lingvo-nivelo,Angla,Arto kaj kulturo,Edukado,Esperanto,Historio,Indonezio,KATEGORIOJ,LINGVOJ,Malajzio,Politiko,Protesto,Ĉefaĵo,Ĉina",
https://eo.globalvoices.org/2013/10/132/,JOAS el Malajzio prezentas rekomendojn ĉe Unuiĝintaj Nacioj,2013-10-24T09:56:54+00:00,Adamo,"Esperanto,Etno kaj raso,Homaj rajtoj,Indiĝenoj,KATEGORIOJ,LINGVOJ,Malaja,Malajzio,Politiko,Resumo",
https://eo.globalvoices.org/2013/10/145/,92 landoj alprenis Minamata-Konvencion por antaŭhaltigi hidrargan veneniĝon,2013-10-25T01:50:21+00:00,Vastalto,"Angla,Civitanaj komunikiloj,Disvolvado,Esperanto,Japanio,Medio,Sano,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/157/,Kiel virinoj povas havi sekurecon en Barato,2013-10-26T02:07:13+00:00,Adamo,"Angla,Barato,Civitanaj komunikiloj,Esperanto,Juro,Virinoj kaj genro",
https://eo.globalvoices.org/2013/10/164/,Malajzio: Indiĝenoj en Kelantano kritikis PAS,2013-10-26T06:54:52+00:00,Adamo,"Civitanaj komunikiloj,Esperanto,Etno kaj raso,Indiĝenoj,LINGVOJ,Lingvo,Malaja,Malajzio,Medio,Politiko,Protesto,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/169/,Honkongo: Homoj loĝantaj en kaĝoj,2013-10-26T13:59:15+00:00,Vastalto,"Angla,Arto kaj kulturo,Disvolvado,Honkongo (Ĉinio),Resumo",
https://eo.globalvoices.org/2013/10/176/,"VIDEO: “No Woman, No Drive” (Ne virino, ne stiru) svenigis Saud-Arabion",2013-10-27T08:30:11+00:00,Adamo,"Angla,Araba,Civitanaj komunikiloj,Homaj rajtoj,Humuro,Ideoj,Interreta aktivismo,Mezoriento kaj Nordafriko,Protesto,Regado,Religio,Resumo,Sauda Arabio,Video,Virinoj kaj genro",
https://eo.globalvoices.org/2013/10/189/,Malajzio: Kiu devas respondeci pri la subita inundo en Cameron Highlands?,2013-10-27T14:51:42+00:00,Adamo,"Angla,Civitanaj komunikiloj,KATEGORIOJ,LINGVOJ,Malajzio,Medio",
https://eo.globalvoices.org/2013/10/197/,Ĉiuj suferas en Manila trafiko,2013-10-28T11:27:14+00:00,Adamo,"Angla,Civitanaj komunikiloj,Disvolvado,Filipinoj,LINGVOJ",
https://eo.globalvoices.org/2013/10/202/,Argentino: Lingvoj de praloĝantoj uzataj en nacia politika elektado,2013-10-28T12:18:38+00:00,Adamo,"Argentino,Civitanaj komunikiloj,Disvolvado,Elektado,Esperanto,Homaj rajtoj,Indiĝenoj,KATEGORIOJ,LINGVOJ,Lingvo,Politiko",
https://eo.globalvoices.org/2013/10/206/,La polemika vorto ‘Allah’ en Malajzio,2013-10-29T02:15:41+00:00,Adamo,"Angla,Civitanaj komunikiloj,Disvolvado,LINGVOJ,Malajzio,Politiko,Religio",
https://eo.globalvoices.org/2013/10/239/,Irano: 18 monatojn da malliberigo al Pegah,2013-10-29T16:44:36+00:00,Adamo,"Civitanaj komunikiloj,Esperanto,Irano,Juro,KATEGORIOJ,LINGVOJ,Resumo,Virinoj kaj genro",
https://eo.globalvoices.org/2013/10/242/,UN: Respektu la rajtojn de indiĝenoj,2013-10-30T01:12:22+00:00,Adamo,"Angla,Civitanaj komunikiloj,Disvolvado,Indiĝenoj,Internaciaj rilatoj,KATEGORIOJ,LINGVOJ,Resumo,Unuiĝitaj Nacioj (UN)",
https://eo.globalvoices.org/2013/10/235/,Ĉu Kamboĝo estas unupartia lando?,2013-10-30T01:14:47+00:00,Adamo,"Angla,Civitanaj komunikiloj,KATEGORIOJ,Kamboĝo,LINGVOJ,Politiko,Resumo",
https://eo.globalvoices.org/2013/10/250/,Belorusio: Romaoj ekskluzivitaj el edukado,2013-10-30T06:16:28+00:00,Vastalto,"A2-lingvo-nivelo,Angla,Belorusio,Civitanaj komunikiloj,Edukado,Etno kaj raso,Homaj rajtoj,Politiko,Resumo,Ĉefaĵo",
https://eo.globalvoices.org/2013/10/255/,Kanto el Ĉinio: Kontraŭregula Besto,2013-10-31T00:34:23+00:00,Adamo,"Angla,Civitanaj komunikiloj,Muziko,Orienta Azio,Resumo,Ĉinio",
https://eo.globalvoices.org/2013/10/262/,Jemeno: Strigo ekster mia fenestro,2013-10-31T03:27:10+00:00,Adamo,"Angla,Araba,Civitanaj komunikiloj,Fotoj,Jemeno,Medio,Mezoriento kaj Nordafriko,Resumo",
https://eo.globalvoices.org/2013/11/284/,Dokumenta filmo: Vivoj de venezuelanoj eksterlande,2013-11-01T04:42:28+00:00,Adamo,"Angla,Civitanaj komunikiloj,En- kaj elmigrado,Filmo,Hispana,Latinameriko,Resumo,Venezuelo",
https://eo.globalvoices.org/2013/11/306/,Enmigrintoj el Orienta Eŭropo akcelas IT-industrion en Britio,2013-11-02T14:46:39+00:00,Vastalto,"Angla,Britio,Bulgario,Ekonomio kaj komerco,En- kaj elmigrado,Estonio,Internaciaj rilatoj,Laboro,Litovio,Rumanio,Slovenio,Teknikaro",
https://eo.globalvoices.org/2013/11/312/,Vivo en kirgizaj malliberejoj tra okuloj de kamerao,2013-11-04T02:01:10+00:00,Adamo,"Angla,Arto kaj kulturo,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Filmo,Fotografio,Fotoj,Kirgizio,Komunikiloj kaj ĵurnalismo,Resumo,Rusa,Video",
https://eo.globalvoices.org/2013/11/321/,Freŝa mapo pri dengo en Barato,2013-11-04T15:11:36+00:00,Adamo,"Angla,Barato,Civitanaj komunikiloj,Esperanto,Katastrofo,Medio,Resumo,Sano,Suda Azio,Teknikaro",
https://eo.globalvoices.org/2013/11/326/,Mistrakto de laboristoj kaj nia filino el Nepalo,2013-11-05T05:13:14+00:00,Adamo,"Angla,Barato,Civitanaj komunikiloj,Esperanto,Homaj rajtoj,Homama agado,Laboro,Nepalo,Resumo,Sauda Arabio,Suda Azio,Virinoj kaj genro",
https://eo.globalvoices.org/2013/11/330/,Sud-Koreio: Retumantoj donacas al vilaĝanoj batalantaj kontraŭ elektraj linioj,2013-11-05T10:02:41+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Interreta aktivismo,Korea,LINGVOJ,MONDO,Medio,Milito kaj konflikto,Orienta Azio,Protesto,Resumo,SPECO,Sud-Koreio,TEMOJ",
https://eo.globalvoices.org/2013/11/336/,La financa kulturo de Karibio,2013-11-05T10:26:57+00:00,Adamo,"Angla,Arto kaj kulturo,Civitanaj komunikiloj,Ekonomio kaj komerco,Esperanto,Jamajko,Junuloj,Karibio,Komunikiloj kaj ĵurnalismo,Resumo",
https://eo.globalvoices.org/2013/11/352/,Japanio: Ĵurnalistoj timas leĝprojekton pri protektado de sekretaj informoj,2013-11-08T01:18:05+00:00,Vastalto,"Angla,Civitanaj komunikiloj,Homaj rajtoj,Interreta aktivismo,Japana,Japanio,Juro,Komunikiloj kaj ĵurnalismo,Parollibereco,Regado",
https://eo.globalvoices.org/2013/11/353/,Ĉina stilo pri seksa edukado,2013-11-08T04:30:57+00:00,Adamo,"A2-lingvo-nivelo,Angla,Civitanaj komunikiloj,Edukado,Esperanto,Humuro,Orienta Azio,Resumo,Sano,Ĉefaĵo,Ĉinio",
https://eo.globalvoices.org/2013/11/364/,Malajzio: Konflikto daŭras ĉe akvorezervujo de Baram,2013-11-08T06:18:10+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Homama agado,Indiĝenoj,Juro,KATEGORIOJ,LINGVOJ,Malaja,Malajzio,Medio",
https://eo.globalvoices.org/2013/11/379/,Egiptio: Serĉante hejmon,2013-11-08T07:54:03+00:00,Adamo,"Angla,Civitanaj komunikiloj,Egiptio,Esperanto,Ideoj,Mezoriento kaj Nordafriko,Resumo",
https://eo.globalvoices.org/2013/11/382/,Sauda Arabio: Verkisto Tariq Al Mubarak liberigita,2013-11-08T08:42:46+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Juro,Mezoriento kaj Nordafriko,Parollibereco,Resumo,Sauda Arabio,Virinoj kaj genro",
https://eo.globalvoices.org/2013/11/407/,Vjetnamio: Blogisto parolas kontraŭ subpremo de registaro,2013-11-09T10:34:34+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Homaj rajtoj,Orienta Azio,Parollibereco,Politiko,Protesto,Resumo,Vjetnamio",
https://eo.globalvoices.org/2013/11/420/,Sauda Arabio: 21 km el 655 km da marbordo de Ĝido alirebla de publiko,2013-11-10T10:27:48+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Medio,Mezoriento kaj Nordafriko,Regado,Resumo,Sauda Arabio",
https://eo.globalvoices.org/2013/11/429/,Pakistano: Libro de Malala malpermesita en privataj lernejoj,2013-11-10T15:07:15+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Homaj rajtoj,Homama agado,Junuloj,KATEGORIOJ,LINGVOJ,Pakistano,Politiko,Resumo",
https://eo.globalvoices.org/2013/11/435/,Honkongo: Geja Fiero 2013,2013-11-11T02:59:40+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Honkongo (Ĉinio),Orienta Azio,Rajtoj je seksa diverseco (GLAT),Resumo,Video",
https://eo.globalvoices.org/2013/11/439/,Karikaturoj komparas honkongan kaj tajvanan sociojn,2013-11-11T05:22:28+00:00,Adamo,"Angla,Arto kaj kulturo,Civitanaj komunikiloj,Honkongo (Ĉinio),Humuro,Orienta Azio,Resumo,Tajvano (RĈ)",
https://eo.globalvoices.org/2013/11/451/,Amasaj kontraŭnukleaj protestoj okazis en Tokio,2013-11-13T00:18:38+00:00,Vastalto,"Angla,Civitanaj komunikiloj,Japana,Japanio,Katastrofo,Medio,Protesto,Ĉefaĵo",
https://eo.globalvoices.org/2013/11/456/,"14 inspirpovaj, unuminutaj filmetoj pri naturmedio",2013-11-13T14:07:25+00:00,Benjamin Irwin,"Angla,Arto kaj kulturo,Britio,Civitanaj komunikiloj,Filmo,MONDO,Medio,Resumo,Video",
https://eo.globalvoices.org/2013/11/460/,Hiĝroj de Bangladeŝo leĝe agnoskitaj kiel tria sekso,2013-11-14T03:52:17+00:00,Benjamin Irwin,"Angla,Bangladeŝo,Bengala,Blogo,Civitanaj komunikiloj,Disvolvado,Etno kaj raso,Homaj rajtoj,Juro,Rajtoj je seksa diverseco (GLAT),Virinoj kaj genro,Ĉefaĵo",
https://eo.globalvoices.org/2013/11/476/,La Filipinoj: Helpu la viktimojn de la tajfuno Haiyan (Yolanda),2013-11-15T05:12:16+00:00,Adamo,"Angla,Civitanaj komunikiloj,Esperanto,Filipinoj,Indiĝenoj,Interreta aktivismo,KATEGORIOJ,Katastrofo,LINGVOJ,Medio,Politiko,Resumo",
https://eo.globalvoices.org/2013/11/487/,Ĉu eksterlandaj ĵurnalistoj lernu la indonezian lingvon?,2013-11-15T14:53:31+00:00,Adamo,"Angla,Civitanaj komunikiloj,Indonezio,Komunikiloj kaj ĵurnalismo,Lingvo,Orienta Azio,Resumo",
https://eo.globalvoices.org/2013/11/494/,La postvivintoj de la tajfuno en la Filipinoj demandas: kie estas nia registaro?,2013-11-16T06:28:38+00:00,Kelli Damacena,"Angla,Blogo,Civitanaj komunikiloj,Filipinoj,Homama agado,Katastrofo,Medio,Orienta Azio,Politiko,Protesto,Rifuĝintoj,Ĉefaĵo",
https://eo.globalvoices.org/2013/11/507/,“Vi povas piedbati stevardinojn” en Kazaĥio,2013-11-16T12:17:18+00:00,Teddy Nee,"Angla,Centra Azio kaj Kaŭkazio,Civitanaj komunikiloj,Kazaĥio,Lingvo,Resumo,Rusa,Virinoj kaj genro",
https://eo.globalvoices.org/2013/11/496/,Informografikaĵo: Malsukcesa eduksistemo de Pakistano,2013-11-16T15:29:41+00:00,Adamo,"A2-lingvo-nivelo,Angla,Civitanaj komunikiloj,Edukado,Pakistano,Resumo,Ĉefaĵo",
