url,title,published,author,categories,audio_links
https://uea.facila.org/artikoloj/literaturo/mikronovelo-r442,Mikronovelo,2024-08-20T19:39:00+00:00,Maurizio Giacometto,Literaturo,https://uea.facila.org/uploads/monthly_2024_08/Mikronovelo_Planedored.mp3.34bd9b4cc940ead7e34fe6692b7683b3.mp3
https://uea.facila.org/filmetoj/ni-brilas-kune-r310,Ni brilas kune,2024-09-08T11:15:06+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/opinioj/%C4%89u-vere-%C4%89iuj-parolas-la-anglan-r449,Ĉu vere ĉiuj parolas la anglan?,2024-09-30T11:24:56+00:00,Seán Ó Riain,Opinioj,https://uea.facila.org/uploads/monthly_2024_09/Cuvereciujparolaslaanglan.mp3.1d94d5e925730f319479c7b828bf60e4.mp3
https://uea.facila.org/artikoloj/tra-la-reto/nova-kanalo-%E2%80%9Ckoninda%C4%B5o%E2%80%9D-r451,Nova kanalo: “Konindaĵo”,2024-10-11T08:17:23+00:00,Ahmad Mamduhi,Tra la reto,https://uea.facila.org/uploads/monthly_2024_10/konindajored2.mp3.c9088a7e8fe964bfa3e42969bf8faa1c.mp3
https://uea.facila.org/artikoloj/opinioj/kial-la-angla-nur-duone-sukcesis-r452,Kial la angla nur duone sukcesis?,2024-10-21T19:09:10+00:00,Lu Wunsch-Rolshoven,Opinioj,https://uea.facila.org/uploads/monthly_2024_10/Kial_la_anglared.mp3.791f4f45ea63a91f90ae3ab4ad0447e8.mp3
https://uea.facila.org/filmetoj/eta-kato-r317,Eta Kato,2024-11-06T20:14:21+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/vivstilo-de-la-malri%C4%89uloj-de-justin-kigangu-johana-kigangu-kaj-dankon-kwibe-r319,"Vivstilo de la malriĉuloj, de Justin Kigangu, Johana Kigangu kaj Dankon Kwibe.",2024-11-10T07:09:03+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/%C4%89asi-la-nordan-a%C5%ADroron-la-scienco-kaj-beleco-de-polusa-lumo-r320,Ĉasi la nordan aŭroron: la scienco kaj beleco de polusa lumo.,2024-11-16T19:22:13+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/opinioj/la-potenco-de-filmoj-r456,La potenco de filmoj,2024-11-16T20:17:38+00:00,Ahmad Mamduhi,Opinioj,https://uea.facila.org/uploads/monthly_2024_11/Potencodefilmojred2.mp3.43cbcf0fc9f39a8a6b9257a2e03b0432.mp3
https://uea.facila.org/loke/salins-les-bains-r90,Salins-les-Bains,2024-11-18T08:16:37+00:00,,Loke,
https://uea.facila.org/artikoloj/movado/memor-festo-unesko-kaj-esperanto-r457,Memor-festo: Unesko kaj Esperanto 70 jaroj da kunlaborado pri lingvaj homaj rajtoj,2024-11-25T09:26:00+00:00,Pablo León,"Movado,Memor-festo: Unesko kaj Esperanto",https://uea.facila.org/uploads/monthly_2024_11/MemorfestUneskokajEored.mp3.aed09066c7b5846bf8cc6b0eb248a493.mp3
https://uea.facila.org/filmetoj/10-tipoj-de-jes-partoprenantoj-r323,10 tipoj de JES-partoprenantoj,2024-12-09T15:57:37+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/opinioj/esperanto-kiel-ponto-inter-kulturoj-r458,Esperanto kiel ponto inter kulturoj,2024-12-14T10:08:00+00:00,Kristin Tytgat,Opinioj,https://uea.facila.org/uploads/monthly_2024_12/Esperantokielpontored.mp3.b3a3b576b912255d2c8714129bf31295.mp3
https://uea.facila.org/filmetoj/homa-troigado-kiel-ni-kapti%C4%9Das-de-la-propraj-elpensoj-r324,Homa troigado: kiel ni kaptiĝas de la propraj elpensoj,2024-12-15T19:28:49+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/kara-onklo-dear-uncle-%E2%80%93-english-esperanto-short-film-r325,Kara Onklo / Dear Uncle – English & Esperanto Short Film,2024-12-21T21:44:57+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/homoj/mortis-hungara-verkisto-istv%C3%A1n-nemere-r459,Mortis hungara verkisto István Nemere,2024-12-26T10:20:00+00:00,Sten Johansson,Homoj,https://uea.facila.org/uploads/monthly_2024_12/IstvanNemerered.mp3.0e2f7f18be3731070655574b0cb1b80d.mp3
https://uea.facila.org/filmetoj/la-violonisto-kaj-tiel-plu-kanto-kun-teksto-r326,La Violonisto - Kaj Tiel Plu | Kanto kun teksto,2024-12-28T19:28:25+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/%C4%9Denerale/esperanto-kaj-la-movado-de-nova-kulturo-en-%C4%89inio-r460,Esperanto kaj la Movado de Nova Kulturo en Ĉinio,2024-12-30T08:41:29+00:00,Alexander Shenghao Hu,Ĝenerale,https://uea.facila.org/uploads/monthly_2024_12/NovkulturaMovado.mp3.5639bb4d1b8145b5e5dcd19502f5bc13.mp3
