url,title,published,author,categories,audio_links
https://www.liberafolio.org/2023/01/10/kiu-acetos-la-centran-oficejon/,Kiu aĉetos la Centran Oficejon?,2023-01-10T06:43:53+01:00,,"UEA,movado",
https://www.liberafolio.org/2023/01/16/biblioteko-hodler-iros-al-pollando/,Biblioteko Hodler iros al Pollando,2023-01-16T21:25:13+01:00,,UEA,
https://www.liberafolio.org/2023/01/24/tri-usonanoj-diskutas-persone/,Tri usonanoj diskutas persone,2023-01-24T08:55:34+01:00,,"interreto,kulturo",
https://www.liberafolio.org/2023/01/31/cu-japanaj-anoncoj-popularigas-esperanton/,Ĉu japanaj anoncoj popularigas Esperanton?,2023-01-31T07:06:52+01:00,,movado,
https://www.liberafolio.org/2023/02/08/tejo-havas-mil-membrojn-sed-neniun-akso-n/,TEJO havas mil membrojn sed neniun AKSO-n,2023-02-08T08:51:50+01:00,,"TEJO,movado",
https://www.liberafolio.org/2023/02/14/tejo-denove-esperas-je-granda-eu-subvencio/,TEJO denove esperas je granda EU-subvencio,2023-02-14T09:39:58+01:00,,"TEJO,movado",
https://www.liberafolio.org/2023/02/21/la-revuo-de-uea-silentas-pri-gravaj-temoj/,La revuo de UEA silentas pri gravaj temoj,2023-02-21T08:57:54+01:00,,"UEA,movado",
https://www.liberafolio.org/2023/02/24/esperantistoj-ambauflanke-de-la-fronto/,Esperantistoj ambaŭflanke de la fronto,2023-02-24T07:01:38+01:00,,movado,
https://www.liberafolio.org/2023/03/02/uea-decidis-kongresi-en-tanzanio-en-2024/,UEA decidis kongresi en Tanzanio en 2024,2023-03-02T17:06:56+01:00,,UEA,
https://www.liberafolio.org/2023/03/06/uea-ijk-okazu-en-tanzanio-samtempe-kun-la-uk/,UEA: IJK okazu en Tanzanio samtempe kun la UK,2023-03-06T08:50:13+01:00,,"TEJO,movado",
https://www.liberafolio.org/2023/03/07/nederlanda-gazeto-pri-konfliktoj-en-esperantujo/,Nederlanda gazeto pri konfliktoj en Esperantujo,2023-03-07T07:25:16+01:00,,movado,
https://www.liberafolio.org/2023/03/13/duolingo-nur-por-anglalingvanoj/,Duolingo nur por anglalingvanoj,2023-03-13T10:05:30+01:00,,"interreto,movado",
https://www.liberafolio.org/2023/03/16/burundo-retiris-sian-kandidatigon-por-ijk-2024/,Burundo retiris sian kandidatiĝon por IJK 2024,2023-03-16T11:10:36+01:00,,movado,
https://www.liberafolio.org/2023/03/21/metropoliteno-reveturis-al-nederlando/,Metropoliteno reveturis al Nederlando,2023-03-21T09:37:59+01:00,,kulturo,
https://www.liberafolio.org/2023/03/27/eu-subvencio-savas-la-financojn-de-tejo/,EU-subvencio savas la financojn de TEJO,2023-03-27T08:15:13+02:00,,"TEJO,movado",
https://www.liberafolio.org/2023/03/28/mortkondamno-de-billy-waldon-nuligita/,Mortkondamno de Billy Waldon nuligita,2023-03-28T07:46:49+02:00,,"historio,movado",
